Engagement Score,Satisfaction Score,Work-Life Balance Score,BusinessUnit,EmployeeClassificationType,DepartmentType,GenderCode,MaritalDesc,Current Employee Rating,Education,JobSatisfaction,JobInvolvement,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,OverTime,DistanceFromHome,EducationField,Performance,YearsWorking,FinalScore,ExitScore,Age,SupervisorEngagementScore,PayZone_Encoded,AgeAtExit,TenureDays,IsManager,TurnoverScore,TerminationType,TerminationDescription
0.0,1.25,2.5,1.2087912087912087,4.0,10.0,10.0,0.0,5.0,3.0,2.5,10.0,2.6875,3.071428571428571,2.5294117647058822,4.0,3.337498580029535,2.5000000000000004,10.0,5.357142857142858,8.571428571428571,0.5,4.0,5.0,0.0,73.9,0.2941176470588235,0.0,74.0,370.0,0.0,0.91,0.0,2.0
0.0,0.625,2.5,1.2087912087912087,4.0,10.0,10.0,0.0,5.0,3.0,2.5,10.0,2.9375,3.357142857142857,2.7647058823529416,5.0,3.4510962171986823,2.5000000000000004,10.0,5.357142857142858,8.571428571428571,0.25,4.0,4.0,0.0,74.3,0.2941176470588235,0.0,74.0,370.0,0.0,0.75,0.0,2.0
0.0,0.0,1.25,1.2087912087912087,4.0,10.0,10.0,0.0,5.0,3.0,2.5,10.0,3.3125,3.7857142857142856,3.117647058823529,5.0,3.621492672952402,2.5000000000000004,10.0,5.357142857142858,8.571428571428571,0.0,5.0,4.0,0.0,74.9,0.2941176470588235,0.0,74.0,370.0,0.0,0.87,0.0,2.0
0.0,0.0,1.25,1.2087912087912087,4.0,10.0,10.0,0.0,5.0,3.0,2.5,10.0,3.5625,4.071428571428572,3.3529411764705883,6.0,3.735090310121549,2.5000000000000004,10.0,5.357142857142858,8.571428571428571,0.0,5.0,4.0,7.0,75.3,0.2941176470588235,0.0,74.0,370.0,0.0,1.0,0.0,2.0
3.333333333333333,5.0,3.75,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,66.5,2.117647058823529,0.0,70.0,194.0,1.0,0.71,2.0,3.0
3.333333333333333,4.375,2.5,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,67.0,2.117647058823529,0.0,70.0,194.0,1.0,0.9,2.0,3.0
3.333333333333333,3.75,3.75,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,67.5,2.117647058823529,0.0,70.0,194.0,1.0,1.0,2.0,3.0
2.2222222222222223,3.125,5.0,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,68.0,2.117647058823529,0.0,70.0,194.0,1.0,1.0,2.0,3.0
1.1111111111111112,1.25,5.0,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,68.5,2.117647058823529,0.0,70.0,194.0,1.0,0.87,2.0,3.0
1.1111111111111112,0.625,6.25,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,69.0,2.117647058823529,0.0,70.0,194.0,1.0,0.71,2.0,3.0
1.1111111111111112,0.0,5.0,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,69.5,2.117647058823529,0.0,70.0,194.0,1.0,0.93,2.0,3.0
1.1111111111111112,0.0,5.0,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,0.0,6.0,0.0,70.0,2.117647058823529,0.0,70.0,194.0,1.0,0.83,2.0,3.0
0.0,0.0,5.0,0.0,10.0,10.0,10.0,10.0,5.0,2.0,7.5,6.666666666666666,1.25,0.7142857142857143,1.1764705882352942,2.0,0.7877996137680335,1.666666666666667,10.0,6.428571428571429,1.2087912087912087,,1.0,6.0,5.0,70.5,2.117647058823529,0.0,70.0,194.0,1.0,1.0,2.0,3.0
1.1111111111111112,3.75,6.25,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,1.625,1.8571428571428568,1.5294117647058825,3.0,2.854708622060661,3.055555555555556,10.0,0.3571428571428571,8.571428571428571,2.0,2.0,4.0,0.0,41.1,2.2745098039215685,0.0,44.0,287.0,0.0,0.91,1.0,7.0
2.2222222222222223,4.375,7.5,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,1.875,2.142857142857143,1.7647058823529411,3.0,2.9683062592298075,3.611111111111111,10.0,0.3571428571428571,8.571428571428571,2.75,2.0,4.0,0.0,41.5,2.2745098039215685,0.0,44.0,287.0,0.0,0.77,1.0,7.0
2.2222222222222223,3.75,7.5,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,2.25,2.571428571428572,2.117647058823529,4.0,3.138702714983528,3.611111111111111,10.0,0.3571428571428571,8.571428571428571,2.5,3.0,4.0,0.0,42.1,2.2745098039215685,0.0,44.0,287.0,0.0,0.88,1.0,7.0
1.1111111111111112,3.125,8.75,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,2.5,2.857142857142857,2.3529411764705883,4.0,3.252300352152675,3.888888888888889,10.0,0.3571428571428571,8.571428571428571,1.75,3.0,4.0,0.0,42.5,2.2745098039215685,0.0,44.0,287.0,0.0,0.75,1.0,7.0
1.1111111111111112,2.5,10.0,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,2.875,3.2857142857142856,2.705882352941176,5.0,3.422696807906395,3.888888888888889,10.0,0.3571428571428571,8.571428571428571,1.5,4.0,4.0,0.0,43.1,2.2745098039215685,0.0,44.0,287.0,0.0,0.77,1.0,7.0
2.2222222222222223,3.125,8.75,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,3.125,3.571428571428572,2.9411764705882355,5.0,3.536294445075542,3.888888888888889,10.0,0.3571428571428571,8.571428571428571,2.25,4.0,4.0,0.0,43.5,2.2745098039215685,0.0,44.0,287.0,0.0,0.98,1.0,7.0
2.2222222222222223,2.5,7.5,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,3.5,4.0,3.294117647058824,6.0,3.7066909008292623,4.444444444444445,10.0,0.3571428571428571,8.571428571428571,2.0,5.0,4.0,0.0,44.1,2.2745098039215685,0.0,44.0,287.0,0.0,0.91,1.0,7.0
2.2222222222222223,1.875,8.75,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,3.75,4.285714285714286,3.5294117647058822,6.0,3.8202885379984095,4.444444444444445,10.0,0.3571428571428571,8.571428571428571,1.75,5.0,4.0,0.0,44.5,2.2745098039215685,0.0,44.0,287.0,0.0,0.79,1.0,7.0
3.333333333333333,2.5,10.0,10.0,4.0,10.0,10.0,4.0,5.0,4.0,7.5,3.333333333333333,4.125,4.714285714285714,3.882352941176471,7.0,3.99068499375213,5.0,10.0,0.3571428571428571,8.571428571428571,2.5,6.0,4.0,5.0,45.1,2.2745098039215685,0.0,44.0,287.0,0.0,1.0,1.0,7.0
3.333333333333333,5.0,3.75,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,0.0,5.0,0.0,63.5,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
3.333333333333333,4.375,2.5,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,0.0,5.0,0.0,64.0,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
3.333333333333333,3.75,3.75,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,1.0,4.0,0.0,64.5,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
2.2222222222222223,3.125,5.0,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,1.0,6.0,0.0,65.0,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,1.25,5.0,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,2.0,4.0,0.0,65.5,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,0.625,6.25,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,2.0,4.0,0.0,66.0,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,0.0,5.0,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,3.0,4.0,0.0,66.5,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,0.0,5.0,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,3.0,4.0,0.0,67.0,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
0.0,0.0,5.0,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,4.0,4.0,0.0,67.5,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,0.625,5.0,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,4.0,4.0,0.0,68.0,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,0.0,3.75,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,5.0,5.0,0.0,68.5,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
2.2222222222222223,0.625,2.5,10.0,4.0,10.0,10.0,4.0,5.0,2.0,2.5,6.666666666666666,0.0,0.0,0.0,1.0,0.9928433488583436,4.444444444444445,10.0,6.428571428571429,8.571428571428571,,5.0,4.0,0.0,69.0,2.0,0.0,,359.0,0.0,0.52,-1.0,-1.0
1.1111111111111112,6.25,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,2.9375,3.357142857142857,2.7647058823529416,5.0,3.4510962171986823,2.2222222222222223,10.0,0.3571428571428571,8.571428571428571,3.0,4.0,4.0,0.0,45.7,0.0784313725490196,0.0,48.0,392.0,0.0,0.84,0.0,6.0
0.0,5.625,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,3.1875,3.642857142857143,3.0,5.0,3.5646938543678286,2.777777777777778,10.0,0.3571428571428571,8.571428571428571,2.25,5.0,4.0,0.0,46.1,0.0784313725490196,0.0,48.0,392.0,0.0,0.83,0.0,6.0
0.0,5.0,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,3.5625,4.071428571428572,3.3529411764705883,6.0,3.735090310121549,3.333333333333333,10.0,0.3571428571428571,8.571428571428571,2.0,5.0,6.0,0.0,46.7,0.0784313725490196,0.0,48.0,392.0,0.0,0.73,0.0,6.0
0.0,4.375,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,3.8125,4.357142857142857,3.588235294117647,6.0,3.848687947290696,3.333333333333333,10.0,0.3571428571428571,8.571428571428571,1.75,6.0,4.0,0.0,47.1,0.0784313725490196,0.0,48.0,392.0,0.0,0.89,0.0,6.0
0.0,3.75,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,4.1875,4.785714285714286,3.941176470588236,7.0,4.019084403044417,3.888888888888889,10.0,0.3571428571428571,8.571428571428571,1.5,6.0,4.0,0.0,47.7,0.0784313725490196,0.0,48.0,392.0,0.0,0.99,0.0,6.0
0.0,3.125,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,4.4375,5.071428571428571,4.176470588235294,7.0,4.132682040213564,4.166666666666666,10.0,0.3571428571428571,8.571428571428571,1.25,7.0,5.0,0.0,48.1,0.0784313725490196,0.0,48.0,392.0,0.0,0.84,0.0,6.0
0.0,2.5,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,4.8125,5.5,4.529411764705882,8.0,4.303078495967284,4.166666666666666,10.0,0.3571428571428571,8.571428571428571,1.0,7.0,5.0,0.0,48.7,0.0784313725490196,0.0,48.0,392.0,0.0,0.74,0.0,6.0
1.1111111111111112,3.125,2.5,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,5.0625,5.785714285714286,4.764705882352941,8.0,4.416676133136431,4.444444444444445,10.0,0.3571428571428571,8.571428571428571,1.75,8.0,5.0,0.0,49.1,0.0784313725490196,0.0,48.0,392.0,0.0,0.9,0.0,6.0
0.0,2.5,1.25,3.5164835164835164,0.0,10.0,0.0,0.0,5.0,1.0,0.0,6.666666666666666,5.4375,6.2142857142857135,5.117647058823529,9.0,4.587072588890151,5.0,10.0,0.3571428571428571,8.571428571428571,1.0,8.0,4.0,5.0,49.7,0.0784313725490196,0.0,48.0,392.0,0.0,1.0,0.0,6.0
3.333333333333333,5.0,3.75,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,0.0,4.0,0.0,26.3,2.411764705882353,0.0,30.0,1491.0,0.0,0.9,4.0,2.0
3.333333333333333,4.375,2.5,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,1.0,4.0,0.0,26.8,2.411764705882353,0.0,30.0,1491.0,0.0,0.82,4.0,2.0
3.333333333333333,3.75,3.75,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,1.0,4.0,0.0,27.3,2.411764705882353,0.0,30.0,1491.0,0.0,0.73,4.0,2.0
2.2222222222222223,3.125,5.0,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,2.0,4.0,0.0,27.8,2.411764705882353,0.0,30.0,1491.0,0.0,0.75,4.0,2.0
1.1111111111111112,1.25,5.0,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,2.0,4.0,0.0,28.3,2.411764705882353,0.0,30.0,1491.0,0.0,0.98,4.0,2.0
1.1111111111111112,0.625,6.25,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,3.0,4.0,0.0,28.8,2.411764705882353,0.0,30.0,1491.0,0.0,0.7,4.0,2.0
1.1111111111111112,0.0,5.0,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,3.0,4.0,0.0,29.3,2.411764705882353,0.0,30.0,1491.0,0.0,0.79,4.0,2.0
1.1111111111111112,0.0,5.0,3.0769230769230766,4.0,5.0,10.0,4.0,5.0,3.0,5.0,6.666666666666666,2.5,0.0,2.3529411764705883,3.0,1.6738611836873791,2.777777777777778,10.0,1.0714285714285714,0.0,,4.0,4.0,10.0,29.8,2.411764705882353,0.0,30.0,1491.0,0.0,1.0,4.0,2.0
1.1111111111111112,5.0,1.25,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,0.4375,0.5,0.4117647058823529,1.0,2.3151198455072133,2.5000000000000004,10.0,0.3571428571428571,10.0,2.5,0.0,2.0,0.0,71.2,2.184873949579832,0.0,74.0,787.0,0.0,0.71,4.0,6.0
1.1111111111111112,4.375,0.0,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,0.75,0.8571428571428571,0.7058823529411765,1.0,2.4571168919686466,2.777777777777778,10.0,0.3571428571428571,10.0,2.25,1.0,2.0,0.0,71.6,2.184873949579832,0.0,74.0,787.0,0.0,0.95,4.0,6.0
2.2222222222222223,5.0,0.0,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,1.0625,1.2142857142857142,1.0,2.0,2.5991139384300803,2.777777777777778,10.0,0.3571428571428571,10.0,3.0,1.0,2.0,0.0,72.2,2.184873949579832,0.0,74.0,787.0,0.0,0.94,4.0,6.0
2.2222222222222223,4.375,0.0,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,1.375,1.5714285714285716,1.2941176470588236,2.0,2.741110984891514,2.777777777777778,10.0,0.3571428571428571,10.0,2.75,2.0,2.0,0.0,72.6,2.184873949579832,0.0,74.0,787.0,0.0,0.73,4.0,6.0
2.2222222222222223,3.75,0.0,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,1.6875,1.9285714285714288,1.5882352941176472,3.0,2.883108031352948,2.777777777777778,10.0,0.3571428571428571,10.0,2.5,2.0,2.0,0.0,73.2,2.184873949579832,0.0,74.0,787.0,0.0,0.86,4.0,6.0
2.2222222222222223,3.125,0.0,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,2.0,2.285714285714286,1.8823529411764708,3.0,3.025105077814381,3.333333333333333,10.0,0.3571428571428571,10.0,2.25,3.0,2.0,0.0,73.6,2.184873949579832,0.0,74.0,787.0,0.0,0.92,4.0,6.0
2.2222222222222223,2.5,0.0,3.0769230769230766,10.0,5.0,0.0,10.0,5.0,2.0,7.5,3.333333333333333,2.3125,2.6428571428571432,2.1764705882352944,4.0,3.167102124275815,3.611111111111111,10.0,0.3571428571428571,10.0,2.0,3.0,2.0,5.0,74.2,2.184873949579832,0.0,74.0,787.0,0.0,1.0,4.0,6.0
3.333333333333333,2.5,3.75,3.0769230769230766,10.0,5.0,0.0,0.0,5.0,3.0,5.0,6.666666666666666,0.0,0.0,0.0,0.0,2.116323980461206,2.2222222222222223,10.0,1.7857142857142856,10.0,2.5,0.0,6.0,0.0,33.6,3.798319327731092,0.0,36.0,1053.0,1.0,0.72,2.0,3.0
4.444444444444445,3.125,2.5,3.0769230769230766,10.0,5.0,0.0,0.0,5.0,3.0,5.0,6.666666666666666,0.25,0.2857142857142857,0.2352941176470588,0.0,2.229921617630353,2.2222222222222223,10.0,1.7857142857142856,10.0,3.25,0.0,6.0,0.0,34.0,3.798319327731092,0.0,36.0,1053.0,1.0,0.99,2.0,3.0
3.333333333333333,2.5,2.5,3.0769230769230766,10.0,5.0,0.0,0.0,5.0,3.0,5.0,6.666666666666666,0.625,0.7142857142857143,0.5882352941176471,1.0,2.400318073384073,2.777777777777778,10.0,1.7857142857142856,10.0,2.5,1.0,6.0,0.0,34.6,3.798319327731092,0.0,36.0,1053.0,1.0,0.88,2.0,3.0
2.2222222222222223,1.875,2.5,3.0769230769230766,10.0,5.0,0.0,0.0,5.0,3.0,5.0,6.666666666666666,0.875,1.0,0.8235294117647058,1.0,2.51391571055322,3.055555555555556,10.0,1.7857142857142856,10.0,1.75,1.0,6.0,0.0,35.0,3.798319327731092,0.0,36.0,1053.0,1.0,0.78,2.0,3.0
